birthdate	mail	company	name	user_id	ssn	blood_group	current_location	registration	job	username	residence	station_ID
	ysasaki@gmail.com	伊藤保険株式会社	西村 七夏	1440	029-66-9400	B-	(Decimal('86.9894875'), Decimal('70.495821'))	2024/04/23		okamotoryohei		555
	takumakobayashi@hotmail.com	有限会社渡辺農林	吉田 翼	595	615-64-7116	B+	(Decimal('68.1269435'), Decimal('-27.578155'))	2024-02-01	公認会計士	naotoaoki		528
	pjunk@hotmail.de	van der Dussen	Caterina Zirme	1561	568-09-2754	O+	(Decimal('-82.953630'), Decimal('-165.291295'))	2020-01-09		gerwin20		668
1940-04-21	arnulfopavone@fastwebnet.it	Lucciano SPA	Orazio Traetta	2144	RGGBTC81H25F717I	A-	(Decimal('-54.8514225'), Decimal('-85.171494'))	04/08/2025, 00:00:00		lucianogaggini		443
	pierpaolo56@libero.it	Abatantuono-Fuseli e figli	Dott. Dolores Monicelli	140	NNTLLN71S03E409Q	A+	(Decimal('-7.388851'), Decimal('-108.830637'))	2018-12-14		coccivanessa		661
	oandrade@yahoo.com.br	Araújo	Dom Fernandes	1743	14072865958	B-	(Decimal('-82.908670'), Decimal('65.774833'))	2023-05-06		nicole29		582
1950-06-11	kross@yahoo.com	Burns, Case and Foster	Bobby Williams	454	168-72-0813	AB+	(Decimal('-45.7405945'), Decimal('-47.247296'))	11 Nov 2020	Engineer, civil (contracting)	gina09		671
	jacquelinesmith@hotmail.com	Proctor and Sons	Katrina Massey	259	712-26-8671	B+	(Decimal('-64.812091'), Decimal('-6.577920'))	2019-01-01	Engineer, biomedical	mchavez		20
1946-06-19	akiratakahashi@gmail.com	合同会社中村水産	小林 陽子	674	708-55-0776	A-	(Decimal('-11.0375405'), Decimal('100.277475'))	31 Mar 2019		kaori58		414
1990-05-12	mitchelljohn@gmail.com	Montgomery, Burns and Collins	Trevor Pugh	1421	753-62-4687	AB+	(Decimal('58.1027955'), Decimal('173.284312'))	12 Feb 2025		ronaldthomas		648
	otavio28@uol.com.br	da Mota S/A	Ana Luiza Nunes	1081	08961245767	AB-	(Decimal('-32.363461'), Decimal('129.431512'))	2022/08/29		da-matabenjamin		330
1926-03-04	cassianodaniel@bol.com.br	Rodrigues	José Pedro Aparecida	1440	27968453119	B+	(Decimal('-60.846588'), Decimal('-87.264701'))	2019-10-23		calebeda-conceicao		599
2024-05-20	elmogiannelli@gmail.com	Bajardi e figli	Pierina Bettoni	2103	BGNLNA95R12L382Y	A-	(Decimal('75.4575035'), Decimal('-94.015304'))	02/20/2019, 00:00:00	Sales executive	morandiniantonina		365
	beckmannheide-marie@googlemail.com	Vogt AG	Ronald Schweitzer	657	983-99-9438	AB-	(Decimal('-66.8394375'), Decimal('63.738071'))	2021-02-22	Schornsteinfeger	bweitzel		299
2016-11-12	rvargas@hotmail.com	Cross LLC	Thomas Harris	1815	667-45-3573	B-	(Decimal('-89.146117'), Decimal('78.764990'))	2025-03-24		victor80		97
1970-04-24	amandaramirez@hotmail.com	Massey-Garcia	Ryan Preston	822	874-71-7794	AB-	(Decimal('66.4191055'), Decimal('158.871729'))	15 Sep 2021	Development worker, community	nancymcneil		387
	roemergunnar@googlemail.com	Hoffmann	Martina Drubin	1291	785-87-6654	AB-	(Decimal('-83.725270'), Decimal('-104.672219'))	23 Feb 2022		hans-gerd96		620
	sfracci@libero.it	Dovara e figli	Chiara Boccaccio	346	NCCMRA27R08B784R	O-		2025-01-09		adelasiavismara		493
	xcaspar@hotmail.de	Schottin Neureuther GmbH & Co. KGaA	Gottlieb Jähn	1467	934-04-1644	B-	(Decimal('84.5833145'), Decimal('-138.638865'))	03 Feb 2023	Arzt	gnatztatiana		268
	ogabrieli@live.com	Moschino-Carullo s.r.l.	Lidia Brugnaro	19	BJRDNL25L41A025H	AB+	(Decimal('-75.9503155'), Decimal('64.722958'))	2021-05-05		domenicobassi		193
1917-10-16	heimoweiss@web.de	Segebahn Steinberg GmbH & Co. KGaA	Karl-Dieter Schinke	2128	548-58-5322	B+	(Decimal('67.4642265'), Decimal('-50.862450'))	2019-12-03		dweller		566
1966-05-21	antonymartins@uol.com.br	Macedo - EI	Srta. Ana Laura Vieira	2126	09872543160	A+	(Decimal('54.1777695'), Decimal('-2.744947'))	2023-06-28	Piloto automobilístico	rnascimento		257
2018-05-30	stjepan99@web.de	Trommler	Lisbeth Schaaf	349	682-92-4540	A+	(Decimal('-79.065258'), Decimal('-26.174545'))	05/29/2025, 00:00:00		hornigdamian		152
1969-09-22	tanakakazuya@hotmail.com	合同会社吉田銀行	池田 舞	1590	623-57-3634	A+	(Decimal('-79.5245975'), Decimal('-14.447117'))	2020/05/09	農家	takuma02		184
	pfujii@gmail.com	山本情報有限会社	佐藤 裕太	834	626-54-4351	AB-	(Decimal('46.5585745'), Decimal('-133.761311'))	20 Mar 2024	司法書士	atsushi67		235
	gswanson@gmail.com	Baker-Huff	Jennifer Taylor	1686	710-72-5580	AB+	(Decimal('39.099994'), Decimal('-15.855933'))	2021-09-20	Ranger/warden	kristinabeltran		615
1913-05-21	pskinner@hotmail.com	King and Sons	Jennifer Lewis	1594	077-52-7844	A+	(Decimal('79.3803475'), Decimal('-84.668019'))	2023/06/17	Passenger transport manager	yjohnson		8
2007-07-30	pribeiro@yahoo.com.br	Machado	Luiz Gustavo Campos	1895	37804129505	O+	(Decimal('32.117323'), Decimal('73.498630'))	04/06/2019, 00:00:00		joaquim57		5
1936-02-17	williamscarrie@gmail.com	Rogers Group	Monica Anderson	2066	687-42-8028	A-	(Decimal('72.854010'), Decimal('41.578056'))	11/10/2019, 00:00:00	Translator	deaton		225
	da-luzaylla@gmail.com	Cirino	Maria Eduarda Sales	1042	29754608130	AB-	(Decimal('-30.225610'), Decimal('-27.260611'))	2021/10/26	Camelô	juanpereira		711
2017-02-12	handecarolin@googlemail.com	Langern Hermann AG & Co. KG	Ing. Jaroslaw Meyer B.A.	283	835-24-0231	B+	(Decimal('-60.7093975'), Decimal('-15.234036'))	02 Jan 2024	Techniker	jaentschjeannine		495
	erikenglish@gmail.com	Burke Ltd	Christine Harris	868	742-29-7285	AB+	(Decimal('81.7586025'), Decimal('16.970888'))	10/19/2018, 00:00:00		megan74		257
1923-03-13	metzdesiree@aol.de	Atzler	Arnulf Barth	1291	091-20-9113	O+	(Decimal('-49.9356645'), Decimal('13.086716'))	07 Jan 2022		eleonora87		675
2016-03-12	yamamotomomoko@gmail.com	斉藤水産有限会社	松本 亮介	770	031-73-9070	AB+	(Decimal('-80.9068225'), Decimal('-41.861676'))	2023/03/06		katoyui		417
1921-02-06	fbohnbach@yahoo.de	Ruppert Thies KG	Dipl.-Ing. Heinz-Georg Ackermann	1641	995-69-0199	A+	(Decimal('25.1363545'), Decimal('-100.796989'))	2019-03-15		dpreiss		349
1939-01-04	uweernst@yahoo.de	Wähner	Henni Döring	1842	681-51-6099	B-	(Decimal('-62.684394'), Decimal('-108.914652'))	2021/10/31		benbien		713
	casalodisalvi@gmail.com	Chechi, Scalfaro e Sgalambro Group	Loretta Tolentino-Cammarata	1836	MRCRGR07A68C240F	AB-	(Decimal('-79.557303'), Decimal('38.348970'))	2025-05-03		benitopepe		480
1964-03-23	laura52@ig.com.br	Novais	Gustavo Lima	476	59274360134	AB+	(Decimal('88.633882'), Decimal('86.570176'))	2025-08-22	Aeromoça	rezendejoao-lucas		215
2006-06-28	bodo26@gmail.com	Siering GmbH & Co. OHG	Univ.Prof. Beatrice Schenk B.Eng.	653	215-89-2761	B-		04/05/2024, 00:00:00	Programmierer	ispeer		184
	wdossetti@libero.it	Respighi-Gremese s.r.l.	Amalia Gargallo	236	FBBTNO22L70G402C	B+	(Decimal('52.1268165'), Decimal('-121.726435'))	09/18/2023, 00:00:00	Best boy	oreste75		425
1928-10-29	kkato@gmail.com	株式会社斎藤電気	鈴木 結衣	681	562-10-1798	A-	(Decimal('37.352849'), Decimal('90.736428'))	12/01/2020, 00:00:00	エンジニア演奏家	iito		708
2007-01-19	cgomes@yahoo.com.br	Ferreira S.A.	Emanuel Moreira	464	79024815649	AB+	(Decimal('17.9381325'), Decimal('-131.976463'))	2021-08-22		pintodante		134
1971-04-06	wohlgemutnevenka@googlemail.com	Steinberg AG & Co. OHG	Ingmar Ladeck	1877	676-17-4493	O+	(Decimal('72.623014'), Decimal('140.616392'))	10/29/2023, 00:00:00	Techniker	binnernicolai		162
1945-03-15	dmendez@hotmail.com	Mcdonald, King and Garrett	Jessica Mason	1912	402-24-1055	A+	(Decimal('-19.613875'), Decimal('-52.672092'))	31 Jul 2023		charles15		333
	foxmaria@hotmail.com	Wright Group	Amanda Cruz	552	721-41-1748	B+	(Decimal('39.300081'), Decimal('-8.250345'))	2021-04-06		umorton		663
	ryosuke15@gmail.com	株式会社吉田運輸	井上 翔太	1840	243-72-4417	O+	(Decimal('-0.970889'), Decimal('129.397877'))	10/11/2018, 00:00:00	裁判官	endotaichi		265
	phamdwayne@hotmail.com	Suarez-Jenkins	Jeff Hendrix	1154	257-94-5443	AB-	(Decimal('-27.014861'), Decimal('-103.006943'))	2023-12-06	Engineer, civil (consulting)	robert31		230
1909-12-17	looshinrich@yahoo.de	Wende Johann GmbH	Ing. Siegrid Hesse	531	616-10-0354	B-	(Decimal('-3.780204'), Decimal('-85.317968'))	2018-10-11	Arzt	darkohofmann		225
	qsato@hotmail.com	井上ガス合同会社	山本 晃	338	148-01-9632	O+	(Decimal('72.973624'), Decimal('-140.432620'))	08/13/2022, 00:00:00		mtakahashi		466
	costanzotaliani@hotmail.it	Michelangeli-Battisti e figli	Fiorenzo Jovinelli	1215	SRRFDC72E59A895Q	AB+	(Decimal('15.066245'), Decimal('-107.551804'))	02 Jul 2023	Magazine journalist	palomamarazzi		364
	barbara37@uol.com.br	Guerra	Joaquim Moura	496	17263804590	B+	(Decimal('-25.9792135'), Decimal('-18.928498'))	2023-01-04	Radialista programador	evelynfarias		350
1965-08-14	hiroshisato@hotmail.com	山本ガス株式会社	池田 和也	1172	265-97-6225	AB+	(Decimal('68.111645'), Decimal('-14.026886'))	2019-12-12	音響技術者	rika53		6
	cudaronaldo@libero.it	Satriani, Giacometti e Pirelli e figli	Lidia Maderno	176	FRRNTN81A07C449W	B-	(Decimal('-52.1903755'), Decimal('161.763483'))	2024/08/11	Environmental consultant	rmarcacci		36
	momokokato@yahoo.com	田中銀行株式会社	山口 千代	807	211-33-8150	A-	(Decimal('-51.7536455'), Decimal('-124.731328'))	28 Jan 2022		yuikondo		437
1976-11-05	janna49@gmail.com	Mangold	Bela Johann	202	641-37-5711	AB+	(Decimal('-75.5091005'), Decimal('85.541465'))	2020/01/05	Chirurgiemechaniker	janette49		339
1931-02-28	olivercarvalho@ig.com.br	Porto	Hadassa Cirino	1610	02637819413	AB-	(Decimal('18.958230'), Decimal('32.450396'))	04 Apr 2019	Flautista	toliveira		391
1979-12-15	taylor83@gmail.com	Gallagher-Owens	John Hunt	106	286-89-3868	O+	(Decimal('72.724462'), Decimal('-13.469667'))	2023-12-02	Advertising art director	chart		77
	kingarthur@hotmail.com	Washington-Wolfe	Jason Wilson	1004	591-12-6087	B+	(Decimal('88.418529'), Decimal('-148.022996'))	04 Dec 2022	Bookseller	justinwilliams		561
	casalodisalvi@poste.it	Marini, Tebaldi e Prati SPA	Paloma Sinisi	70	FGNPCC36H51D151A	AB-	(Decimal('33.587719'), Decimal('34.639146'))	2023-01-12		xnosiglia		482
	gmaderna@gmail.com	Mondadori-Casaleggio SPA	Giuseppe Filippini	1463	MDCRMN87P17M345B	AB-	(Decimal('64.8563955'), Decimal('-66.541916'))	17 Sep 2021		kfantoni		140
	napoleonequerini@vodafone.it	Vismara s.r.l.	Lucrezia Badoer	1492	NGLFMM66D08A243Y	AB+	(Decimal('52.1358095'), Decimal('8.010038'))	2021-04-04	Scientist, research (medical)	gmontalti		629
	steven36@gmail.com	Williams Group	Daniel Sanchez	1919	082-69-4741	O-	(Decimal('3.244355'), Decimal('25.082948'))	2025-07-03		dunnjames		471
1955-05-18	virginia12@yahoo.com	Evans-Flynn	Heather Aguilar	1414	395-03-2882	B+	(Decimal('-44.2777665'), Decimal('104.333230'))	2022-07-17		ljohns		471
2013-12-27	zaira32@gmail.com	Tuzzolino, Varano e Iannuzzi e figli	Sig.ra Susanna Caruso	1871	GRSSPH58B28D010Q	A-	(Decimal('59.4777495'), Decimal('110.375556'))	14 Dec 2023	Water quality scientist	arnulfobellucci		461
	graziellacignaroli@libero.it	Gentileschi-Caironi e figli	Sig.ra Paloma Ossani	1452	LPPPLT89C19A004V	A-	(Decimal('-58.576117'), Decimal('-49.174952'))	10 Jul 2021		wboezio		58
1926-12-18	tford@yahoo.com	Stephens and Sons	Bryan Allison DDS	1435	805-28-8800	A+	(Decimal('84.9802895'), Decimal('29.894546'))	12/22/2024, 00:00:00		cgonzales		254
1926-04-20	pincherlepatrizia@live.com	Raimondi, Scarfoglio e Catalano SPA	Giampiero Naccari	197	TRNMRN52C55H674E	B+	(Decimal('84.5089795'), Decimal('-128.623988'))	2023-11-22	Engineer, production	tbertoli		647
	usa@gmail.com	Ribeiro	Thomas Barbosa	2132	37049182613	A-	(Decimal('-59.100514'), Decimal('-11.763377'))	2023-09-27	Cenógrafo	gmartins		233
	theresia63@gmx.de	Stumpf GbR	Hans-Rudolf Bolander	505	343-24-7475	AB-	(Decimal('55.1777795'), Decimal('-120.290931'))	2023-04-01		qvollbrecht		301
2015-05-30	maedayuki@yahoo.com	佐藤農林有限会社	鈴木 裕美子	1401	893-57-9555	A-	(Decimal('-29.0322305'), Decimal('76.574915'))	2023-05-16		sotaro02		526
1937-12-23	stewartjeffrey@yahoo.com	Cole, Gilmore and Sanders	Michael Burton	624	503-46-5048	O-	(Decimal('-63.587291'), Decimal('-13.535462'))	30 May 2022		hunter87		627
2017-06-22	tsubasa90@yahoo.com	株式会社小林鉱業	小川 浩	367	890-13-9687	B-	(Decimal('38.4841625'), Decimal('131.728184'))	2023/09/23	グラフィックデザイナー	nakamurayoichi		557
1930-11-07	gabrielly00@yahoo.com.br	Araújo Abreu - EI	João Vitor Nunes	202	67209834150	AB-	(Decimal('63.4635865'), Decimal('103.300082'))	05/14/2021, 00:00:00	Fresador	maria-alicesilva		534
2017-05-15	binaghibenvenuto@gmail.com	Barberini-Borroni SPA	Gabriele Beccaria	1252	TRNLSN88P08I430B	B+	(Decimal('51.3534555'), Decimal('62.731787'))	23 Sep 2022		morlacchiennio		163
	greenlaura@hotmail.com	Stein, Salazar and Wallace	Jennifer King	1970	845-97-2164	O+	(Decimal('8.553712'), Decimal('-179.135045'))	2020/01/29		crystal68		13
1999-07-11	leslie47@gmail.com	Harper, Stein and Jacobson	Jocelyn Le	1727	182-94-1265	O+	(Decimal('-57.511577'), Decimal('121.046042'))	2025-06-03		williamsgary		209
2005-01-05	yuitanaka@yahoo.com	清水運輸合同会社	山口 美加子	1474	712-84-3469	B-	(Decimal('34.0138545'), Decimal('-92.220567'))	2023-05-22		osamu23		324
	charlessmith@gmail.com	Page Inc	Rebecca Massey	421	783-46-8490	A+	(Decimal('-89.1010505'), Decimal('130.909778'))	10 Jul 2021		bobbymitchell		239
	jporto@hotmail.com	Albuquerque	Benjamin Lima	1832	82430519704	O-	(Decimal('57.703454'), Decimal('89.819722'))	2020/05/08		isabel06		727
	yui63@hotmail.com	株式会社中島鉱業	加藤 里佳	808	501-84-0641	B+		13 Apr 2025		kyosukeogawa		182
	umaeda@gmail.com	合同会社小林運輸	中島 千代	722	017-88-7298	AB-	(Decimal('66.3435705'), Decimal('-127.027235'))	2023-07-13		lokada		58
1950-08-22	bushtroy@gmail.com	Jones, Kirk and Woods	Amy Smith	1882	851-54-5292	O-	(Decimal('76.1298655'), Decimal('-31.144564'))	12 Mar 2024		whitejo		639
1982-01-12	hannes92@gmail.com	Schäfer AG	Frau Mia Gertz B.Sc.	1838	461-30-5091	O-	(Decimal('75.6791095'), Decimal('61.572780'))	13 May 2025	Koreanistiker	heinz-guenterrosemann		71
1913-01-18	lewisrebecca@gmail.com	Martinez-Aguilar	Tonya Lester	1310	806-36-9124	B-	(Decimal('-58.569606'), Decimal('-73.449161'))	19 Jul 2023	Barrister	kimberlysantos		457
	saffilaureano@virgilio.it	Gabbana-Carocci e figli	Luigi Bevilacqua	1515	BMBNTN61E56I902B	O+	(Decimal('-70.1626525'), Decimal('74.379932'))	12 Apr 2025		aabbagnale		306
	davi-miguelcampos@uol.com.br	Guerra	Rhavi Rocha	752	07928143550	AB-	(Decimal('-69.2010165'), Decimal('-79.239818'))	06/01/2023, 00:00:00	Pára-quedista	da-costalorenzo		594
	alicia88@hotmail.com	Rodgers, Padilla and Vasquez	Kent Newman	670	593-58-5647	A-	(Decimal('71.114717'), Decimal('-160.561633'))	05 Dec 2022		jeremyoneal		560
1982-02-19	vincent23@yahoo.com	Martinez-Duran	Summer Anderson	1509	009-17-2375	A+	(Decimal('81.299753'), Decimal('154.053400'))	16 Nov 2018	Ceramics designer	simonsteven		460
	tamburimichela@virgilio.it	Niggli SPA	Gilberto Pace	901	BNMCLC73E69A319U	A-	(Decimal('-17.2955085'), Decimal('26.624395'))	16 Sep 2025		qveltroni		39
	licia11@libero.it	Beffa, Comeriato e Trezzini e figli	Danilo Naccari	1061	DNDSLV73A16I635Q	A+	(Decimal('19.9413485'), Decimal('19.733180'))	04 Jan 2019	Health and safety inspector	pgucci		665
1935-12-13	rgradenigo@outlook.com	Oscuro, Galilei e Sismondi s.r.l.	Sandro Caffarelli	1909	NTRCPN30T51B281B	A+	(Decimal('-53.0244905'), Decimal('-56.574182'))	2020/01/10	Occupational hygienist	qtrapani		712
	tcirino@ig.com.br	Santos Costela Ltda.	Elisa Gonçalves	1498	42617958094	O-	(Decimal('-80.503587'), Decimal('-35.112593'))	06 Apr 2021		bianca54		457
2002-02-21	shimizutomoya@yahoo.com	有限会社中村印刷	鈴木 陽一	1130	215-37-8757	O-	(Decimal('87.007719'), Decimal('-52.999059'))	03 Dec 2021		fhayashi		299
2009-10-07	timothy85@hotmail.com	Wright-Knight	Heather Rivera	519	018-40-7536	AB+	(Decimal('54.441598'), Decimal('0.719951'))	03/19/2022, 00:00:00		hooverbruce		398
	asuka63@hotmail.com	合同会社長谷川運輸	前田 明美	2043	677-05-4848	O+	(Decimal('87.8200485'), Decimal('-28.088055'))	2023-09-29		hinoue		460
2010-01-03	mirandakimberly@hotmail.com	Stuart and Sons	Elizabeth Phillips	1214	277-31-1933	AB+	(Decimal('-75.7866265'), Decimal('2.680725'))	2022/03/29	Teacher, secondary school	josegraham		297
	graurica@outlook.com	Trezzini, Dovara e Bragadin s.r.l.	Marina Palladio-Tomaselli	345	JVNSTN64E16C463T	AB+	(Decimal('-51.831620'), Decimal('-85.212385'))	2023/02/13	Soil scientist	rosario11		8
2005-01-18	iwona01@aol.de	Schleich Gorlitz Stiftung & Co. KG	Rudi Scheel	1536	163-66-0945	O+	(Decimal('-31.8583845'), Decimal('35.564559'))	11/24/2023, 00:00:00		bekirzaenker		354
	uroemer@web.de	Börner	Jane Stadelmann-Müller	1192	012-88-0002	O+	(Decimal('-18.631775'), Decimal('-0.568585'))	04/24/2021, 00:00:00		giorgio59		236
1972-07-10	hagen34@yahoo.de	Benthin Albers AG & Co. OHG	Sergei Hövel	866	915-07-1523	B+	(Decimal('0.391831'), Decimal('29.557849'))	09 Dec 2024		karola88		324
1978-07-23	tsouza@hotmail.com	Pires Monteiro - EI	Isaac Fernandes	281	03419572832	O-	(Decimal('-76.3864175'), Decimal('156.967203'))	01/13/2024, 00:00:00		umoraes		386
	kazuya30@gmail.com	高橋運輸合同会社	藤井 学	1839	741-89-5541	B-	(Decimal('-70.181972'), Decimal('127.424232'))	2021-02-08		qnakamura		367
1945-12-05	maria-alice26@gmail.com	Porto	Henrique Castro	2131	23891406703	A+	(Decimal('-80.994105'), Decimal('-19.749549'))	28 Sep 2023		peixotoisabela		458
2025-03-25	hsantoro@libero.it	Chiesa-Lombroso SPA	Agostino Monte	925	CLMRND62R62F494M	A-	(Decimal('21.7159015'), Decimal('-123.708513'))	29 May 2025	Adult guidance worker	giuseppina63		46
	smatsumoto@gmail.com	合同会社佐々木印刷	鈴木 学	192	003-55-4869	AB-	(Decimal('51.8043285'), Decimal('-11.222672'))	04/28/2020, 00:00:00		mikako05		311
1998-04-26	gustavo03@tim.it	Tamburello SPA	Ermes Tognazzi	950	BSOGLN42L62B897U	O+	(Decimal('-67.6375395'), Decimal('-119.377269'))	06/02/2024, 00:00:00		vercellonialberico		298
1957-07-14	ekato@yahoo.com	合同会社高橋鉱業	山口 直人	1681	448-58-5190	B-	(Decimal('-24.5812275'), Decimal('-132.718905'))	05/09/2022, 00:00:00	検察官	harukamaeda		671
1993-06-23	yasmin38@uol.com.br	Campos - EI	Felipe da Paz	1638	35620849198	AB-	(Decimal('-83.983536'), Decimal('-165.419885'))	2020-02-05		vitor-hugo61		402
	nlovato@libero.it	Malatesta, Acerbi e Comencini s.r.l.	Elmo Lovato	1824	BCCGVN08D60H976F	O-	(Decimal('63.011596'), Decimal('124.707203'))	05 Aug 2019		antoniettagalilei		72
1915-01-07	maysa17@bol.com.br	Sousa Alves S/A	Ana Laura Barbosa	1231	94702163507	AB+	(Decimal('46.313977'), Decimal('81.513764'))	05/25/2020, 00:00:00		davi-lucas12		50
2005-03-20	mirella36@yahoo.com.br	Macedo	Olivia Cunha	1711	79561420830	B-	(Decimal('49.397859'), Decimal('168.079843'))	2022-01-29		vmoraes		482
1974-12-19	falmeida@hotmail.com	Moura	Natália Correia	1037	59381460205	O-	(Decimal('89.2519815'), Decimal('-60.235438'))	2025/06/21		rodrigocassiano		662
1936-10-15	ucostela@ig.com.br	Sousa	Luan Cavalcante	1128	67854310262	AB+	(Decimal('89.8747495'), Decimal('68.367290'))	05/12/2019, 00:00:00	Projetista mecânico	ayla38		293
1927-11-06	akemikobayashi@gmail.com	松田通信合同会社	斎藤 真綾	1832	043-46-0658	AB-	(Decimal('-20.952790'), Decimal('90.688690'))	2018-09-25		hideki01		177
1974-05-30	moechlichensvetlana@yahoo.de	Adler GmbH	Melita Riehl	1617	017-04-0680	O+	(Decimal('72.4114175'), Decimal('29.843330'))	2022/10/08		fiebigmiroslawa		442
1940-03-10	miguelaraujo@bol.com.br	da Rocha	Sophie Rezende	1556	93670185259	A+	(Decimal('28.2636795'), Decimal('92.109841'))	11/04/2022, 00:00:00	Turismólogo	correiayan		697
1960-05-10	lindacrawford@gmail.com	Jennings Inc	Laura Elliott	1180	115-90-0493	B-	(Decimal('-74.165023'), Decimal('-53.935685'))	2024-01-17	Petroleum engineer	jonessharon		499
1982-11-06	knightaustin@hotmail.com	Vaughn, Lynch and Joseph	Denise Allen	1064	772-58-4568	O+	(Decimal('21.9004215'), Decimal('4.688545'))	2021/05/15	Research officer, trade union	curtis81		260
	rogawa@yahoo.com	有限会社高橋運輸	村上 智也	1234	486-07-5297	O+	(Decimal('3.867870'), Decimal('-73.252743'))	2020/04/25		hanako29		135
2000-06-27	tsubasa57@gmail.com	坂本ガス合同会社	近藤 七夏	1342	205-10-7369	O+	(Decimal('-71.7552485'), Decimal('145.591871'))	02/22/2024, 00:00:00	アートディレクター	oyamashita		681
1934-05-13	ferdilinke@gmail.com	Striebitz	Anka Sontag B.A.	1861	266-15-3150	B-	(Decimal('-45.017306'), Decimal('-147.955317'))	2023/09/07		annaliese75		433
	pietracorreia@gmail.com	da Mata	Nathan Monteiro	1798	80539627429	O-	(Decimal('49.948804'), Decimal('-118.174568'))	09/08/2025, 00:00:00	Diretor de fotografia	alexia27		712
	marinacamara@bol.com.br	Mendes Souza e Filhos	Raul Cirino	1792	96458310757	O+	(Decimal('-74.1279815'), Decimal('-97.262399'))	2022-11-10		kalbuquerque		618
2015-09-27	jochenseip@googlemail.com	Niemeier	Ing. Reni van der Dussen MBA.	125	297-15-5577	AB-		18 Mar 2024		eklemm		390
	kdias@gmail.com	Nunes	Emilly da Rocha	1949	24398501606	B+	(Decimal('-26.123162'), Decimal('-15.842162'))	2025/07/28	Físico nuclear	davi-miguel53		286
1921-12-05	santosmaria-laura@gmail.com	Pacheco	Isabel Peixoto	241	52967180467	A+	(Decimal('35.6931995'), Decimal('60.356949'))	2021-06-22		benjamim29		109
	isabellyvieira@yahoo.com.br	Fonseca - ME	Laura Sampaio	1142	12546083970	A+	(Decimal('6.163776'), Decimal('-87.662829'))	11/28/2020, 00:00:00		heloisada-cruz		727
1962-07-10	robert00@hotmail.com	Young-Norris	Andrea Aguilar	1893	298-27-1773	AB-	(Decimal('24.4059725'), Decimal('-39.595896'))	05/05/2024, 00:00:00	Biomedical scientist	jared63		413
	akiraishii@gmail.com	合同会社松田水産	村上 七夏	1692	375-64-6461	O+	(Decimal('-12.115643'), Decimal('-84.410647'))	2020-06-29		satotakuma		364
1923-10-05	louise70@hotmail.de	Junk Bender GmbH & Co. OHG	Tilman Mosemann	1982	844-09-7649	B-	(Decimal('86.523112'), Decimal('-116.458728'))	05/19/2019, 00:00:00		vklemm		125
1940-03-23	doeringslawomir@gmail.com	Rosenow	Willy Metz	207	909-35-8201	A-	(Decimal('17.8044415'), Decimal('-130.513438'))	2021/09/18	Florist	dniemeier		313
1935-10-07	ematsumoto@hotmail.com	株式会社佐藤ガス	村上 修平	2040	580-95-3013	B+	(Decimal('62.323372'), Decimal('-108.235483'))	19 Feb 2023	漫画家	nanaminakamura		143
	meloana-vitoria@ig.com.br	Monteiro e Filhos	Felipe Novais	743	14380795675	O+	(Decimal('4.131344'), Decimal('-160.191757'))	27 Jan 2020		da-conceicaovicente		91
	kobayashiakira@hotmail.com	田中印刷株式会社	中村 直子	308	296-13-3041	A+	(Decimal('-46.865523'), Decimal('-155.117237'))	31 Mar 2025		morirei		589
1993-02-12	tborges@yahoo.com.br	Alves - EI	Dra. Sarah Carvalho	1480	73549162006	AB+		2020/07/18		hduarte		573
2021-01-04	kenichi81@hotmail.com	太田農林有限会社	斎藤 美加子	857	121-77-1564	O+	(Decimal('-65.6467075'), Decimal('-58.296004'))	05/25/2020, 00:00:00		naokisato		709
	isabella37@virgilio.it	Abbagnale SPA	Amadeo Mantegna	843	PLTVRN49B03G467D	B+	(Decimal('-88.310848'), Decimal('6.968694'))	2023-08-22	Broadcast engineer	cubaldi		163
1926-10-25	antonia16@hotmail.it	Brichese-Gabrieli SPA	Ronaldo Lucchesi-Fibonacci	1481	PLLGRG02S17L631W	O-	(Decimal('1.238356'), Decimal('84.811362'))	06/03/2019, 00:00:00		roncalligiovanni		528
1918-10-12	mosemannbela@yahoo.de	Meyer	Dr. Nadja Langern	60	138-76-4011	B+	(Decimal('-0.018321'), Decimal('62.314187'))	04 Jun 2019		ygutknecht		639
1931-11-23	nishimurakenichi@gmail.com	有限会社中島運輸	小林 舞	1017	638-39-1579	B+	(Decimal('25.297003'), Decimal('93.270837'))	11 Feb 2022	検察官	akemi23		660
1986-05-17	yasuhiro11@yahoo.com	山下通信合同会社	山口 浩	1241	069-43-9421	B-	(Decimal('25.691251'), Decimal('-119.505350'))	2019/08/13	高等学校教員	naotoota		601
	heimohauffer@gmail.com	Süßebier Staude AG	Philomena Hein	2062	208-69-0743	AB-	(Decimal('-48.9661965'), Decimal('152.209610'))	2021-01-06		kensymarianne		54
1917-05-12	schmidtayse@web.de	Sontag	Prof. Reinhardt Klapp	1649	089-38-3507	O+	(Decimal('11.799079'), Decimal('-54.465481'))	2021-12-31		heintzebirgit		695
2014-01-28	yoichi48@gmail.com	有限会社岡田銀行	木村 陽子	1900	078-06-6528	O+	(Decimal('38.931726'), Decimal('5.130497'))	07 Sep 2021		ishiiakemi		690
